drug,plate,cell_line,magnitude,log1p_magnitude
Flutamide,10,CHP-212,2.578064,1.2748219
Fulvestrant,10,CHP-212,2.2555542,1.1803625
Gefitinib,10,CHP-212,1.0268825,0.7064989
Idoxuridine,10,CHP-212,5.83654,1.9222817
Imiquimod (hydrochloride),10,CHP-212,2.3978734,1.2231498
Indacaterol (maleate),10,CHP-212,3.5936608,1.5246773
Ivermectin,10,CHP-212,2.066053,1.120391
Ixazomib citrate,10,CHP-212,1.2560314,0.8136072
L-Eflornithine (monohydrochloride),10,CHP-212,3.5682287,1.5191256
Lactate (calcium),10,CHP-212,2.7613676,1.3247826
Loperamide (hydrochloride),10,CHP-212,1.7577211,1.0144047
Lopinavir,10,CHP-212,3.3213625,1.4635707
Malotilate,10,CHP-212,6.161487,1.9687177
Meloxicam,10,CHP-212,4.540702,1.7121212
Methotrexate,10,CHP-212,2.6794376,1.3027599
Methyl aminolevulinate (hydrochloride),10,CHP-212,3.2021644,1.4355997
Methylthiouracil,10,CHP-212,1.0722275,0.7286241
Nafamostat (mesylate),10,CHP-212,1.6664011,0.9807297
Neratinib,10,CHP-212,2.7367477,1.3182156
Omeprazole,10,CHP-212,0.62368846,0.48470038
Omeprazole (sodium),10,CHP-212,3.3900287,1.4793358
Osimertinib (mesylate),10,CHP-212,2.8618603,1.351149
Ouabain (Octahydrate),10,CHP-212,4.026134,1.6146511
Oxaprozin,10,CHP-212,2.9796429,1.3811921
Panobinostat,10,CHP-212,10.609745,2.451845
Pentoxifylline,10,CHP-212,3.3533936,1.4709556
Perindopril (erbumine),10,CHP-212,0.97035456,0.6782135
Phenylephrine (hydrochloride),10,CHP-212,1.7143327,0.9985461
Pimozide,10,CHP-212,1.3064836,0.8357241
Pioglitazone,10,CHP-212,1.3808849,0.86747223
Piroxicam,10,CHP-212,3.7317288,1.5542907
Ponatinib,10,CHP-212,1.3557773,0.8568707
Proglumide,10,CHP-212,0.38842696,0.32817143
Ranolazine,10,CHP-212,0.9875524,0.68690395
Sunitinib,10,CHP-212,2.3386805,1.2055757
Talc,10,CHP-212,3.2963243,1.4577599
Tazarotene,10,CHP-212,2.6411324,1.2922947
Tirabrutinib (hydrochloride),10,CHP-212,2.0979943,1.130755
Trametinib,10,CHP-212,3.6619697,1.539438
Uridine,10,CHP-212,0.87114185,0.6265489
Valdecoxib,10,CHP-212,1.9567368,1.0840862
Vandetanib,10,CHP-212,2.4891112,1.249647
Vismodegib,10,CHP-212,3.2599642,1.4492607
Vitamin K4,10,CHP-212,6.0063863,1.946822
Voriconazole,10,CHP-212,2.761526,1.3248248
Vortioxetine,10,CHP-212,2.7630515,1.3252302
Zileuton,10,CHP-212,2.7159088,1.3126233
γ-Oryzanol,10,CHP-212,3.8094723,1.5705874
5-Azacytidine,10,COLO 205,1.9043839,1.0662212
5-Fluorouracil,10,COLO 205,2.4951987,1.2513902
Abiraterone acetate,10,COLO 205,4.22963,1.6543405
Acetazolamide,10,COLO 205,1.3366897,0.8487353
Adagrasib,10,COLO 205,1.0243236,0.7052356
Allopurinol,10,COLO 205,1.4117153,0.8803382
Aprepitant,10,COLO 205,2.179637,1.156767
Artemether,10,COLO 205,3.1121702,1.4139509
Asciminib,10,COLO 205,3.2201877,1.4398797
Aspirin,10,COLO 205,1.0972869,0.7406446
Ataluren,10,COLO 205,3.3596532,1.4723926
Atazanavir (sulfate),10,COLO 205,4.066073,1.622566
Auranofin,10,COLO 205,2.1733673,1.1547933
Belinostat,10,COLO 205,4.6545386,1.7324586
Benztropine (mesylate),10,COLO 205,4.353153,1.6776857
Bestatin (hydrochloride),10,COLO 205,7.305795,2.1169534
Bexarotene,10,COLO 205,2.0461524,1.1138792
Bicalutamide,10,COLO 205,0.66240644,0.5082662
Binimetinib,10,COLO 205,0.6199333,0.48238498
Brimonidine,10,COLO 205,3.0294406,1.3936275
Budesonide,10,COLO 205,6.5495567,2.021489
Cabozantinib (S-malate),10,COLO 205,5.486261,1.8696862
Canagliflozin (hemihydrate),10,COLO 205,4.681213,1.7371647
Captopril,10,COLO 205,1.4160258,0.88212395
Carbamazepine,10,COLO 205,1.2028896,0.78976995
Cinacalcet,10,COLO 205,1.8090183,1.032835
Citalopram (hydrobromide),10,COLO 205,3.132435,1.4188669
Clobetasol propionate,10,COLO 205,5.553631,1.8800192
Clopidogrel,10,COLO 205,2.1157696,1.1364762
Crizotinib (hydrochloride),10,COLO 205,1.8589275,1.0504465
Cyclosporin A,10,COLO 205,1.4143896,0.8814465
Dapagliflozin,10,COLO 205,1.0041406,0.69521534
Darolutamide,10,COLO 205,3.8925886,1.5877216
Delamanid,10,COLO 205,3.626828,1.5318716
Dexamethasone,10,COLO 205,0.8876164,0.6353149
Digitoxin,10,COLO 205,3.8881865,1.5868213
Dihydroartemisinin,10,COLO 205,0.6055273,0.4734522
Drospirenone,10,COLO 205,1.8642004,1.0522892
Econazole,10,COLO 205,3.3851864,1.4782321
Entrectinib,10,COLO 205,1.1017623,0.74277616
Erythromycin,10,COLO 205,0.8567773,0.61884236
Esmolol (hydrochloride),10,COLO 205,3.3454523,1.4691298
Estrone sulfate (potassium),10,COLO 205,4.913469,1.7772326
Fedratinib (hydrochloride hydrate),10,COLO 205,1.8770019,1.0567487
Filgotinib,10,COLO 205,2.0341158,1.10992
Fingolimod (hydrochloride),10,COLO 205,2.3683,1.2144082
Flutamide,10,COLO 205,1.4733403,0.90556955
Fulvestrant,10,COLO 205,1.6974459,0.99230534
Gefitinib,10,COLO 205,1.3249356,0.8436923
Idoxuridine,10,COLO 205,6.44627,2.0077133
Imiquimod (hydrochloride),10,COLO 205,2.411831,1.227249
Indacaterol (maleate),10,COLO 205,1.5947986,0.95350885
Ivermectin,10,COLO 205,0.999843,0.6930687
Ixazomib citrate,10,COLO 205,0.7348203,0.55090386
L-Eflornithine (monohydrochloride),10,COLO 205,4.8460984,1.7657745
Lactate (calcium),10,COLO 205,2.2071712,1.1653893
Loperamide (hydrochloride),10,COLO 205,3.9201577,1.5933406
Lopinavir,10,COLO 205,3.009572,1.3886845
Malotilate,10,COLO 205,7.810928,2.1759927
Meloxicam,10,COLO 205,4.1225777,1.6336578
Methotrexate,10,COLO 205,1.9331521,1.0760777
Methyl aminolevulinate (hydrochloride),10,COLO 205,2.3276975,1.2022806
Methylthiouracil,10,COLO 205,0.59334356,0.46583468
Nafamostat (mesylate),10,COLO 205,2.6678164,1.2995965
Neratinib,10,COLO 205,3.2139447,1.4383992
Omeprazole,10,COLO 205,0.5032938,0.40765858
Omeprazole (sodium),10,COLO 205,2.2173026,1.1685433
Osimertinib (mesylate),10,COLO 205,2.7588599,1.3241156
Ouabain (Octahydrate),10,COLO 205,1.7381706,1.00729
Oxaprozin,10,COLO 205,5.162877,1.8185437
Panobinostat,10,COLO 205,16.109653,2.8396428
Pentoxifylline,10,COLO 205,4.9673486,1.7863027
Perindopril (erbumine),10,COLO 205,1.3848156,0.8691218
Phenylephrine (hydrochloride),10,COLO 205,1.3156854,0.8397057
Pimozide,10,COLO 205,2.9892488,1.383603
Pioglitazone,10,COLO 205,1.4212475,0.8842829
Piroxicam,10,COLO 205,3.018456,1.3908978
Ponatinib,10,COLO 205,1.999185,1.0983405
Proglumide,10,COLO 205,1.1694729,0.7744843
Ranolazine,10,COLO 205,1.2478166,0.80995935
Sunitinib,10,COLO 205,1.3525892,0.85551655
Talc,10,COLO 205,1.447591,0.8951043
Tazarotene,10,COLO 205,5.6540933,1.8952322
Tirabrutinib (hydrochloride),10,COLO 205,3.9806726,1.605565
Trametinib,10,COLO 205,4.77814,1.7540818
Uridine,10,COLO 205,0.9144773,0.64944464
Valdecoxib,10,COLO 205,1.0377793,0.71186066
Vandetanib,10,COLO 205,4.694932,1.7395766
Vismodegib,10,COLO 205,2.2396486,1.1754649
Vitamin K4,10,COLO 205,7.481459,2.1378825
Voriconazole,10,COLO 205,1.396998,0.87421715
Vortioxetine,10,COLO 205,1.78887,1.0256364
Zileuton,10,COLO 205,1.0963804,0.7402122
γ-Oryzanol,10,COLO 205,3.742134,1.5564873
5-Azacytidine,10,H4,1.1437874,0.7625741
5-Fluorouracil,10,H4,1.2121739,0.7939757
Abiraterone acetate,10,H4,5.4419575,1.8628324
Acetazolamide,10,H4,3.1398218,1.4206527
Adagrasib,10,H4,0.7007557,0.5310727
Allopurinol,10,H4,3.3433852,1.468654
Aprepitant,10,H4,2.5065105,1.2546214
Artemether,10,H4,1.1488396,0.764928
Asciminib,10,H4,4.502821,1.7052609
Aspirin,10,H4,0.9461498,0.66585296
Ataluren,10,H4,1.6256167,0.9653158
Atazanavir (sulfate),10,H4,1.2975098,0.83182585
Auranofin,10,H4,0.89686525,0.64020264
Belinostat,10,H4,1.1552982,0.7679291
Benztropine (mesylate),10,H4,4.2272005,1.6538758
Bestatin (hydrochloride),10,H4,7.7702255,2.1713624
Bexarotene,10,H4,2.0502965,1.1152388
Bicalutamide,10,H4,1.6183296,0.9625366
Binimetinib,10,H4,1.8778949,1.057059
Brimonidine,10,H4,1.2121571,0.79396814
Budesonide,10,H4,6.3398924,1.9933242
Cabozantinib (S-malate),10,H4,5.5716524,1.8827653
Canagliflozin (hemihydrate),10,H4,3.189177,1.4325043
Captopril,10,H4,0.39356744,0.33186698
Carbamazepine,10,H4,1.3602781,0.85877943
Cinacalcet,10,H4,2.9822874,1.3818563
Citalopram (hydrobromide),10,H4,4.740865,1.74761
Clobetasol propionate,10,H4,11.849388,2.553296
Clopidogrel,10,H4,3.029557,1.3936565
Crizotinib (hydrochloride),10,H4,0.9365398,0.6609028
Cyclosporin A,10,H4,3.1277308,1.4177278
Dapagliflozin,10,H4,0.945082,0.6653041
Darolutamide,10,H4,1.5498321,0.9360275
Delamanid,10,H4,3.8069527,1.5700634
Dexamethasone,10,H4,4.5849924,1.720083
Digitoxin,10,H4,4.4165115,1.6894519
Dihydroartemisinin,10,H4,0.9279001,0.6564314
Drospirenone,10,H4,0.80155444,0.58864987
Econazole,10,H4,1.2313526,0.80260795
Entrectinib,10,H4,1.5706666,0.9441652
Erythromycin,10,H4,0.71854997,0.5414809
Esmolol (hydrochloride),10,H4,1.1674681,0.7735597
Estrone sulfate (potassium),10,H4,2.6725485,1.3008858
Fedratinib (hydrochloride hydrate),10,H4,1.3972427,0.8743192
Filgotinib,10,H4,0.7114016,0.5373127
Fingolimod (hydrochloride),10,H4,1.7427113,1.0089469
Flutamide,10,H4,2.8244917,1.3414255
Fulvestrant,10,H4,2.418542,1.2292141
Gefitinib,10,H4,0.794016,0.5844567
Idoxuridine,10,H4,2.8878148,1.3578472
Imiquimod (hydrochloride),10,H4,1.5801485,0.94784695
Indacaterol (maleate),10,H4,3.4058173,1.4829258
Ivermectin,10,H4,1.7454726,1.0099533
Ixazomib citrate,10,H4,0.574454,0.45390856
L-Eflornithine (monohydrochloride),10,H4,2.246421,1.1775532
Lactate (calcium),10,H4,3.8586438,1.5807593
Loperamide (hydrochloride),10,H4,1.9689815,1.0882189
Lopinavir,10,H4,2.4706306,1.2443364
Malotilate,10,H4,2.9915218,1.3841726
Meloxicam,10,H4,4.859824,1.7681196
Methotrexate,10,H4,0.8960004,0.6397466
Methyl aminolevulinate (hydrochloride),10,H4,1.2143086,0.79494023
Methylthiouracil,10,H4,0.86194843,0.6216235
Nafamostat (mesylate),10,H4,1.1788533,0.7787987
Neratinib,10,H4,5.262506,1.8345804
Omeprazole,10,H4,0.4410406,0.3653655
Omeprazole (sodium),10,H4,1.0926429,0.7384278
Osimertinib (mesylate),10,H4,1.2597567,0.81525713
Ouabain (Octahydrate),10,H4,6.607159,2.0290897
Oxaprozin,10,H4,1.4949299,0.9142606
Panobinostat,10,H4,16.09902,2.8390212
Pentoxifylline,10,H4,1.9639821,1.0865337
Perindopril (erbumine),10,H4,1.1482854,0.76467
Phenylephrine (hydrochloride),10,H4,0.9352771,0.66025054
Pimozide,10,H4,1.0691228,0.72712475
Pioglitazone,10,H4,1.549684,0.9359695
Piroxicam,10,H4,6.091904,1.9589539
Ponatinib,10,H4,1.6306659,0.967237
Proglumide,10,H4,1.5424517,0.93312883
Ranolazine,10,H4,1.1176847,0.75032336
Sunitinib,10,H4,2.1086166,1.1341778
Talc,10,H4,2.6504443,1.2948489
Tazarotene,10,H4,2.4071953,1.2258894
Tirabrutinib (hydrochloride),10,H4,1.8049964,1.0314022
Trametinib,10,H4,0.62258345,0.4840196
Uridine,10,H4,0.9671226,0.67657185
Valdecoxib,10,H4,0.4991619,0.4049062
Vandetanib,10,H4,2.1909354,1.1603141
Vismodegib,10,H4,0.39174342,0.33055723
Vitamin K4,10,H4,6.8319783,2.0582151
Voriconazole,10,H4,1.7563261,1.0138986
Vortioxetine,10,H4,1.5558834,0.9383979
Zileuton,10,H4,1.3553631,0.85669494
γ-Oryzanol,10,H4,1.578536,0.9472218
5-Azacytidine,10,HCT15,1.4254041,0.88599813
5-Fluorouracil,10,HCT15,2.609148,1.2834717
Abiraterone acetate,10,HCT15,5.579129,1.8839024
Acetazolamide,10,HCT15,2.076013,1.1236343
Adagrasib,10,HCT15,0.70589596,0.53409046
Allopurinol,10,HCT15,1.6140196,0.9608891
Aprepitant,10,HCT15,2.7096548,1.3109388
Artemether,10,HCT15,2.4923348,1.2505705
Asciminib,10,HCT15,5.526546,1.8758779
Aspirin,10,HCT15,1.4276277,0.8869145
Ataluren,10,HCT15,2.5492904,1.2667477
Atazanavir (sulfate),10,HCT15,2.4262123,1.2314553
Auranofin,10,HCT15,1.5169377,0.923043
Belinostat,10,HCT15,4.443439,1.694411
Benztropine (mesylate),10,HCT15,6.0082045,1.9470816
Bestatin (hydrochloride),10,HCT15,8.372278,2.2377563
Bexarotene,10,HCT15,2.1940026,1.1612749
Bicalutamide,10,HCT15,3.9775918,1.6049461
Binimetinib,10,HCT15,6.0255713,1.9495566
Brimonidine,10,HCT15,3.1316113,1.4186674
Budesonide,10,HCT15,6.3195224,1.990545
Cabozantinib (S-malate),10,HCT15,5.584783,1.8847613
Canagliflozin (hemihydrate),10,HCT15,5.153115,1.8169584
Captopril,10,HCT15,1.4197602,0.8836684
Carbamazepine,10,HCT15,1.1942618,0.7858457
Cinacalcet,10,HCT15,1.9387113,1.0779712
Citalopram (hydrobromide),10,HCT15,4.738906,1.7472686
Clobetasol propionate,10,HCT15,9.248145,2.3270967
Clopidogrel,10,HCT15,1.5602355,0.94009924
Crizotinib (hydrochloride),10,HCT15,1.1964307,0.78683364
Cyclosporin A,10,HCT15,2.0274649,1.1077256
Dapagliflozin,10,HCT15,1.8439206,1.0451837
Darolutamide,10,HCT15,2.9342954,1.3697318
Delamanid,10,HCT15,3.5807266,1.5218576
Dexamethasone,10,HCT15,0.77285534,0.5725914
Digitoxin,10,HCT15,1.8235747,1.0380037
Dihydroartemisinin,10,HCT15,0.33864817,0.29166028
Drospirenone,10,HCT15,0.7691283,0.57048696
Econazole,10,HCT15,1.954626,1.0833721
Entrectinib,10,HCT15,1.5468712,0.9348656
Erythromycin,10,HCT15,1.1480147,0.764544
Esmolol (hydrochloride),10,HCT15,3.5939474,1.5247396
Estrone sulfate (potassium),10,HCT15,3.6331418,1.5332352
Fedratinib (hydrochloride hydrate),10,HCT15,1.202127,0.7894237
Filgotinib,10,HCT15,2.8463414,1.3471224
Fingolimod (hydrochloride),10,HCT15,1.3652753,0.86089444
Flutamide,10,HCT15,1.3076168,0.8362153
Fulvestrant,10,HCT15,1.9777088,1.0911541
Gefitinib,10,HCT15,1.9366815,1.0772802
Idoxuridine,10,HCT15,4.16163,1.6412525
Imiquimod (hydrochloride),10,HCT15,3.2015386,1.4354508
Indacaterol (maleate),10,HCT15,1.9416144,1.0789585
Ivermectin,10,HCT15,0.9816217,0.68391556
Ixazomib citrate,10,HCT15,0.95800656,0.6719269
L-Eflornithine (monohydrochloride),10,HCT15,2.9504013,1.3738172
Lactate (calcium),10,HCT15,8.286517,2.2285635
Loperamide (hydrochloride),10,HCT15,2.982843,1.3819959
Lopinavir,10,HCT15,3.2874036,1.4556813
Malotilate,10,HCT15,5.051583,1.8003199
Meloxicam,10,HCT15,5.9662104,1.9410714
Methotrexate,10,HCT15,2.8759573,1.3547927
Methyl aminolevulinate (hydrochloride),10,HCT15,2.3698723,1.2148749
Methylthiouracil,10,HCT15,1.3857447,0.8695113
Nafamostat (mesylate),10,HCT15,1.8497696,1.0472381
Neratinib,10,HCT15,4.001715,1.6097809
Omeprazole,10,HCT15,2.3288124,1.2026156
Omeprazole (sodium),10,HCT15,2.4185452,1.2292151
Osimertinib (mesylate),10,HCT15,1.5460861,0.9345573
Ouabain (Octahydrate),10,HCT15,3.002889,1.3870163
Oxaprozin,10,HCT15,2.3046699,1.1953366
Panobinostat,10,HCT15,8.774091,2.279735
Pentoxifylline,10,HCT15,2.670976,1.3004576
Perindopril (erbumine),10,HCT15,0.6495037,0.50047445
Phenylephrine (hydrochloride),10,HCT15,1.1456982,0.763465
Pimozide,10,HCT15,2.6078882,1.2831227
Pioglitazone,10,HCT15,1.2668478,0.81839025
Piroxicam,10,HCT15,3.8826754,1.5856934
Ponatinib,10,HCT15,1.3216163,0.84226364
Proglumide,10,HCT15,1.7280533,1.0035883
Ranolazine,10,HCT15,2.6628706,1.2982472
Sunitinib,10,HCT15,1.9468814,1.0807475
Talc,10,HCT15,1.8781191,1.057137
Tazarotene,10,HCT15,4.9801803,1.7884507
Tirabrutinib (hydrochloride),10,HCT15,2.01786,1.104548
Trametinib,10,HCT15,1.0278921,0.70699686
Uridine,10,HCT15,1.5884136,0.95104516
Valdecoxib,10,HCT15,1.4116433,0.8803084
Vandetanib,10,HCT15,3.0348046,1.3949579
Vismodegib,10,HCT15,0.7762628,0.57451165
Vitamin K4,10,HCT15,8.957504,2.2983265
Voriconazole,10,HCT15,2.473309,1.2451078
Vortioxetine,10,HCT15,3.1579022,1.4250107
Zileuton,10,HCT15,1.6268208,0.9657743
γ-Oryzanol,10,HCT15,3.6533518,1.5375878
5-Azacytidine,10,HEC-1-A,1.1733812,0.7762841
5-Fluorouracil,10,HEC-1-A,2.8239555,1.3412853
Abiraterone acetate,10,HEC-1-A,4.1526623,1.6395135
Acetazolamide,10,HEC-1-A,1.4258773,0.8861933
Adagrasib,10,HEC-1-A,0.94653875,0.6660528
Allopurinol,10,HEC-1-A,1.6769307,0.9846709
Aprepitant,10,HEC-1-A,1.366933,0.86159503
Artemether,10,HEC-1-A,2.9582732,1.3758079
Asciminib,10,HEC-1-A,4.3121424,1.6699952
Aspirin,10,HEC-1-A,2.0611086,1.1187772
Ataluren,10,HEC-1-A,1.4474949,0.895065
Atazanavir (sulfate),10,HEC-1-A,3.0335615,1.3946497
Auranofin,10,HEC-1-A,1.3961661,0.87387
Belinostat,10,HEC-1-A,3.392555,1.4799111
Benztropine (mesylate),10,HEC-1-A,3.0460546,1.3977423
Bestatin (hydrochloride),10,HEC-1-A,6.3570595,1.9956603
Bexarotene,10,HEC-1-A,2.52677,1.2603824
Bicalutamide,10,HEC-1-A,3.2650115,1.4504449
Binimetinib,10,HEC-1-A,2.5488527,1.2666243
Brimonidine,10,HEC-1-A,1.9526166,1.0826918
Budesonide,10,HEC-1-A,5.5425754,1.8783308
Cabozantinib (S-malate),10,HEC-1-A,3.912906,1.5918655
Canagliflozin (hemihydrate),10,HEC-1-A,3.005529,1.3876756
Captopril,10,HEC-1-A,3.244265,1.4455687
Carbamazepine,10,HEC-1-A,0.95892155,0.6723941
Cinacalcet,10,HEC-1-A,1.3291029,0.8454832
Citalopram (hydrobromide),10,HEC-1-A,3.01547,1.3901544
Clobetasol propionate,10,HEC-1-A,5.356173,1.8494265
Clopidogrel,10,HEC-1-A,1.368162,0.86211413
Crizotinib (hydrochloride),10,HEC-1-A,2.1458187,1.1460742
Cyclosporin A,10,HEC-1-A,1.2500942,0.8109721
Dapagliflozin,10,HEC-1-A,1.3636326,0.8601997
Darolutamide,10,HEC-1-A,2.6795478,1.3027898
Delamanid,10,HEC-1-A,3.0821614,1.4066266
Dexamethasone,10,HEC-1-A,2.3451033,1.2074976
Digitoxin,10,HEC-1-A,1.2955245,0.83096135
Dihydroartemisinin,10,HEC-1-A,0.6241548,0.48498756
Drospirenone,10,HEC-1-A,1.2729046,0.8210586
Econazole,10,HEC-1-A,1.5551611,0.9381153
Entrectinib,10,HEC-1-A,1.8451551,1.0456176
Erythromycin,10,HEC-1-A,1.0991106,0.7415137
Esmolol (hydrochloride),10,HEC-1-A,3.0927694,1.4092219
Estrone sulfate (potassium),10,HEC-1-A,3.3017607,1.4590244
Fedratinib (hydrochloride hydrate),10,HEC-1-A,2.0617757,1.1189951
Filgotinib,10,HEC-1-A,2.1859965,1.1587651
Fingolimod (hydrochloride),10,HEC-1-A,2.5327492,1.2620764
Flutamide,10,HEC-1-A,1.9931401,1.096323
Fulvestrant,10,HEC-1-A,1.2695826,0.81959593
Gefitinib,10,HEC-1-A,2.6645286,1.2986997
Idoxuridine,10,HEC-1-A,5.1831455,1.8218272
Imiquimod (hydrochloride),10,HEC-1-A,3.382078,1.4775231
Indacaterol (maleate),10,HEC-1-A,1.5111289,0.9207324
Ivermectin,10,HEC-1-A,1.5624795,0.9409753
Ixazomib citrate,10,HEC-1-A,1.0973293,0.7406648
L-Eflornithine (monohydrochloride),10,HEC-1-A,2.1672153,1.1528528
Lactate (calcium),10,HEC-1-A,3.7717845,1.5627203
Loperamide (hydrochloride),10,HEC-1-A,2.9571733,1.37553
Lopinavir,10,HEC-1-A,2.523061,1.2593303
Malotilate,10,HEC-1-A,6.680799,2.0387235
Meloxicam,10,HEC-1-A,4.354492,1.6779358
Methotrexate,10,HEC-1-A,1.5961035,0.9540117
Methyl aminolevulinate (hydrochloride),10,HEC-1-A,3.285466,1.4552293
Methylthiouracil,10,HEC-1-A,1.3147908,0.83931935
Nafamostat (mesylate),10,HEC-1-A,2.3077776,1.1962765
Neratinib,10,HEC-1-A,1.6361537,0.9693209
Omeprazole,10,HEC-1-A,2.2650373,1.1832712
Omeprazole (sodium),10,HEC-1-A,2.1575496,1.1497962
Osimertinib (mesylate),10,HEC-1-A,2.6674597,1.2994993
Ouabain (Octahydrate),10,HEC-1-A,3.6463552,1.5360831
Oxaprozin,10,HEC-1-A,2.6678133,1.2995956
Panobinostat,10,HEC-1-A,11.732191,2.5441334
Pentoxifylline,10,HEC-1-A,4.294287,1.6666284
Perindopril (erbumine),10,HEC-1-A,0.77004427,0.57100457
Phenylephrine (hydrochloride),10,HEC-1-A,1.7778087,1.0216624
Pimozide,10,HEC-1-A,2.1810312,1.1572055
Pioglitazone,10,HEC-1-A,2.2039206,1.1643753
Piroxicam,10,HEC-1-A,1.7878759,1.02528
Ponatinib,10,HEC-1-A,2.1316934,1.1415739
Proglumide,10,HEC-1-A,2.461593,1.2417289
Ranolazine,10,HEC-1-A,3.3664384,1.4739476
Sunitinib,10,HEC-1-A,2.8061128,1.3366084
Talc,10,HEC-1-A,2.143994,1.145494
Tazarotene,10,HEC-1-A,4.486967,1.7023757
Tirabrutinib (hydrochloride),10,HEC-1-A,3.670733,1.541316
Trametinib,10,HEC-1-A,3.3722825,1.4752852
Uridine,10,HEC-1-A,0.686901,0.5228931
Valdecoxib,10,HEC-1-A,0.7450202,0.55676615
Vandetanib,10,HEC-1-A,2.5698526,1.2725244
Vismodegib,10,HEC-1-A,2.1820407,1.1575227
Vitamin K4,10,HEC-1-A,6.216309,1.9763436
Voriconazole,10,HEC-1-A,2.2397373,1.1754923
Vortioxetine,10,HEC-1-A,3.3924277,1.4798821
Zileuton,10,HEC-1-A,1.5447944,0.93404984
γ-Oryzanol,10,HEC-1-A,3.5767322,1.5209852
5-Azacytidine,10,HOP62,2.325061,1.201488
5-Fluorouracil,10,HOP62,1.514116,0.92192125
Abiraterone acetate,10,HOP62,5.1291428,1.8130549
Acetazolamide,10,HOP62,5.143983,1.8154732
Adagrasib,10,HOP62,1.9561964,1.0839034
Allopurinol,10,HOP62,6.7130413,2.0429125
Aprepitant,10,HOP62,6.440829,2.0069823
Artemether,10,HOP62,1.9941821,1.0966711
Asciminib,10,HOP62,7.1219583,2.0945714
Aspirin,10,HOP62,2.0146396,1.1034803
Ataluren,10,HOP62,1.7491794,1.0113025
Atazanavir (sulfate),10,HOP62,3.3248537,1.4643784
Auranofin,10,HOP62,4.7314267,1.7459645
Belinostat,10,HOP62,2.170049,1.1537471
Benztropine (mesylate),10,HOP62,3.6156914,1.5294616
Bestatin (hydrochloride),10,HOP62,7.9908566,2.1962082
Bexarotene,10,HOP62,3.2504582,1.4470268
Bicalutamide,10,HOP62,3.3768854,1.4763374
Binimetinib,10,HOP62,5.8469152,1.9237982
Brimonidine,10,HOP62,2.0207808,1.1055154
Budesonide,10,HOP62,10.806844,2.4686794
Cabozantinib (S-malate),10,HOP62,4.2562165,1.6594114
Canagliflozin (hemihydrate),10,HOP62,1.5270553,0.9270547
Captopril,10,HOP62,2.0856545,1.1267638
Carbamazepine,10,HOP62,4.3763165,1.6820035
Cinacalcet,10,HOP62,4.0764136,1.6246051
Citalopram (hydrobromide),10,HOP62,7.7482104,2.1688492
Clobetasol propionate,10,HOP62,18.731941,2.9822388
Clopidogrel,10,HOP62,6.435901,2.0063198
Crizotinib (hydrochloride),10,HOP62,2.130068,1.1410547
Cyclosporin A,10,HOP62,6.8223023,2.056979
Dapagliflozin,10,HOP62,1.8614041,1.0513124
Darolutamide,10,HOP62,2.8328516,1.3436091
Delamanid,10,HOP62,7.9323134,2.1896753
Dexamethasone,10,HOP62,8.847233,2.2871904
Digitoxin,10,HOP62,7.823139,2.1773777
Dihydroartemisinin,10,HOP62,1.192933,0.7852399
Drospirenone,10,HOP62,1.333558,0.8473941
Econazole,10,HOP62,1.8761226,1.0564431
Entrectinib,10,HOP62,4.718182,1.7436509
Erythromycin,10,HOP62,2.720003,1.3137244
Esmolol (hydrochloride),10,HOP62,2.389048,1.2205491
Estrone sulfate (potassium),10,HOP62,2.836276,1.3445021
Fedratinib (hydrochloride hydrate),10,HOP62,3.3828833,1.4777068
Filgotinib,10,HOP62,1.9656196,1.087086
Fingolimod (hydrochloride),10,HOP62,3.4159667,1.4852268
Flutamide,10,HOP62,5.241342,1.8311952
Fulvestrant,10,HOP62,5.4790797,1.8685784
Gefitinib,10,HOP62,1.6428711,0.9718659
Idoxuridine,10,HOP62,2.7012405,1.308668
Imiquimod (hydrochloride),10,HOP62,4.921256,1.7785486
Indacaterol (maleate),10,HOP62,4.074766,1.6242805
Ivermectin,10,HOP62,4.701152,1.7406683
Ixazomib citrate,10,HOP62,0.90975624,0.64697564
L-Eflornithine (monohydrochloride),10,HOP62,3.113133,1.414185
Lactate (calcium),10,HOP62,7.10512,2.092496
Loperamide (hydrochloride),10,HOP62,2.4693756,1.2439747
Lopinavir,10,HOP62,4.828358,1.7627354
Malotilate,10,HOP62,2.4686575,1.2437676
Meloxicam,10,HOP62,3.9256232,1.5944508
Methotrexate,10,HOP62,2.3149571,1.1984447
Methyl aminolevulinate (hydrochloride),10,HOP62,4.8010497,1.7580389
Methylthiouracil,10,HOP62,1.190243,0.7840125
Nafamostat (mesylate),10,HOP62,3.3769422,1.4763503
Neratinib,10,HOP62,4.105696,1.6303568
Omeprazole,10,HOP62,1.535505,0.93039286
Omeprazole (sodium),10,HOP62,1.6637605,0.97973883
Osimertinib (mesylate),10,HOP62,5.056179,1.801079
Ouabain (Octahydrate),10,HOP62,8.537353,2.255216
Oxaprozin,10,HOP62,3.1619058,1.425973
Panobinostat,10,HOP62,19.233257,3.0073276
Pentoxifylline,10,HOP62,2.8166273,1.3393672
Perindopril (erbumine),10,HOP62,1.0170999,0.70166075
Phenylephrine (hydrochloride),10,HOP62,4.720887,1.7441239
Pimozide,10,HOP62,2.0568597,1.1173881
